id	category	subcategory	runner	artifact	description
TOOL-0057	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	-Os is passed through and recorded
TOOL-0058	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	debug symbols include a free-function prototype
TOOL-0059	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	debug symbols include a class-method prototype
TOOL-0060	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	debug symbol output excludes main
TOOL-0061	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	--emit-c accepts an explicit target architecture
TOOL-0062	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	emitted C records the selected target architecture
TOOL-0063	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	multiple CMotive inputs are combined and linked
TOOL-0064	tool-cli	compiler-codegen-link-debug	tool-tests	scripts/run_tool_tests.sh	native object, include, library-dir and library options link successfully
TOOL-0065	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	cmotivepp writes expanded source to stdout
TOOL-0066	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	Replace directives expand in stdout mode
TOOL-0067	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	cmotivepp -o exits successfully
TOOL-0068	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	cmotivepp -o creates the requested output file
TOOL-0069	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	#define directives expand
TOOL-0070	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	#undef permits the later Replace fallback
TOOL-0071	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	joined -DNAME=VALUE definitions expand
TOOL-0072	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	split -D NAME=VALUE definitions expand
TOOL-0073	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	quoted include paths resolve relative to the source file
TOOL-0074	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	joined -I path resolves a Plugin source
TOOL-0075	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	split -I path resolves a Plugin source
TOOL-0076	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	nested includes expose values from the second include level
TOOL-0077	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	Plugswitch DEFINED comparison selects the matching case
TOOL-0078	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	Plugswitch OS selection emits a supported platform branch
TOOL-0079	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	Plugswitch PROCESSOR and ENDIAN selections emit supported branches
TOOL-0080	tool-cli	preprocessor-cli-integration	tool-tests	scripts/run_tool_tests.sh	compiler-integrated preprocessing resolves Plugin input
TOOL-0081	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	symbol tool accepts an empty invocation
TOOL-0082	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	symbol tool empty invocation creates its default output
TOOL-0083	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	symbol tool accepts a binary and custom output path
TOOL-0084	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	symbol tool creates the custom symbol file
TOOL-0085	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	standalone symbol file has the CMotive header
TOOL-0086	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	standalone symbol file records the binary path
TOOL-0087	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	standalone symbol file records debug level 0
TOOL-0088	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	standalone symbol file contains an optimization field
TOOL-0089	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	standalone symbol file contains a 64-bit-style offset field
TOOL-0090	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	symbol tool accepts the --metadata companion option
TOOL-0091	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	--metadata argument is not mistaken for the binary
TOOL-0092	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	compiler symbol filename uses the required suffix
TOOL-0093	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	compiler JSON metadata declares its format
TOOL-0094	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	compiler JSON metadata has opening and closing braces
TOOL-0095	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	compiler symbols retain parameter names and types
TOOL-0096	tool-cli	debug-symbol-tool	tool-tests	scripts/run_tool_tests.sh	compiler symbols omit constructors and destructors
TOOL-0097	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	c2cmotive custom-output conversion exits successfully
TOOL-0098	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	c2cmotive creates the requested CMotive source
TOOL-0099	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	c2cmotive creates the requested native support header
TOOL-0100	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	generated CMotive source declares StartPackage
TOOL-0101	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	generated CMotive source includes its support header
TOOL-0102	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	generated CMotive source contains converted functions
TOOL-0103	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	generated support header bridges retained main to converted functions
TOOL-0104	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	c2cmotive --verbose exits successfully
TOOL-0105	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	c2cmotive --verbose reports conversion counts
TOOL-0106	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	--include controls the NativeInclude spelling
TOOL-0107	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	--preserve-keywords retains lowercase C control flow
TOOL-0108	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	default conversion maps C control flow to CMotive spelling
TOOL-0109	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	converter creates the default .CMOT path
TOOL-0110	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	converter creates the default _native.h support path
TOOL-0111	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	converted CMotive source compiles with the self-hosted frontend
TOOL-0112	tool-cli	c-to-cmotive-cli	tool-tests	scripts/run_tool_tests.sh	converted executable preserves the original C behavior
TOOL-0113	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	legacy conformance runner has valid POSIX-shell syntax
TOOL-0114	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	legacy converter runner has valid POSIX-shell syntax
TOOL-0115	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	example runner has valid POSIX-shell syntax
TOOL-0116	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	language-file validator has valid POSIX-shell syntax
TOOL-0117	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	self-host verifier has valid POSIX-shell syntax
TOOL-0118	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	release packager has valid POSIX-shell syntax
TOOL-0119	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	release-candidate cutter has valid POSIX-shell syntax
TOOL-0120	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	GA promotion script has valid POSIX-shell syntax
TOOL-0121	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	quality-assurance orchestrator has valid POSIX-shell syntax
TOOL-0122	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	Linux Makefile exposes a parseable qa target
TOOL-0123	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	macOS Makefile exposes a parseable qa target
TOOL-0124	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	Windows Makefile exposes a parseable qa target
TOOL-0125	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	Visual Studio project retains the self-hosted frontend source
TOOL-0126	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	QA manifest contains exactly 1200 tests
TOOL-0127	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	QA manifest contains no duplicate IDs
TOOL-0128	tool-cli	build-scripts-packaging	tool-tests	scripts/run_tool_tests.sh	release packaging preserves the QA manifest
CONVERT-0001	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_0
CONVERT-0002	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_1
CONVERT-0003	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_2
CONVERT-0004	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_3
CONVERT-0005	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_4
CONVERT-0006	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_5
CONVERT-0007	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_6
CONVERT-0008	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_7
CONVERT-0009	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_8
CONVERT-0010	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_9
CONVERT-0011	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_10
CONVERT-0012	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_11
CONVERT-0013	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_12
CONVERT-0014	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_13
CONVERT-0015	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_14
CONVERT-0016	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_15
CONVERT-0017	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_16
CONVERT-0018	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_17
CONVERT-0019	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_18
CONVERT-0020	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_19
CONVERT-0021	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_20
CONVERT-0022	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_21
CONVERT-0023	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_22
CONVERT-0024	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_23
CONVERT-0025	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_24
CONVERT-0026	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_25
CONVERT-0027	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_26
CONVERT-0028	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_27
CONVERT-0029	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_28
CONVERT-0030	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_29
CONVERT-0031	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_30
CONVERT-0032	converter	fixture-1	converter-1	cases/converter/converter_1.c	Convert and execute C function qa_c_1_31
CONVERT-0033	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_0
CONVERT-0034	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_1
CONVERT-0035	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_2
CONVERT-0036	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_3
CONVERT-0037	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_4
CONVERT-0038	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_5
CONVERT-0039	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_6
CONVERT-0040	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_7
CONVERT-0041	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_8
CONVERT-0042	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_9
CONVERT-0043	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_10
CONVERT-0044	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_11
CONVERT-0045	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_12
CONVERT-0046	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_13
CONVERT-0047	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_14
CONVERT-0048	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_15
CONVERT-0049	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_16
CONVERT-0050	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_17
CONVERT-0051	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_18
CONVERT-0052	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_19
CONVERT-0053	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_20
CONVERT-0054	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_21
CONVERT-0055	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_22
CONVERT-0056	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_23
CONVERT-0057	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_24
CONVERT-0058	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_25
CONVERT-0059	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_26
CONVERT-0060	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_27
CONVERT-0061	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_28
CONVERT-0062	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_29
CONVERT-0063	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_30
CONVERT-0064	converter	fixture-2	converter-2	cases/converter/converter_2.c	Convert and execute C function qa_c_2_31
CONVERT-0065	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_0
CONVERT-0066	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_1
CONVERT-0067	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_2
CONVERT-0068	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_3
CONVERT-0069	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_4
CONVERT-0070	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_5
CONVERT-0071	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_6
CONVERT-0072	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_7
CONVERT-0073	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_8
CONVERT-0074	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_9
CONVERT-0075	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_10
CONVERT-0076	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_11
CONVERT-0077	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_12
CONVERT-0078	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_13
CONVERT-0079	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_14
CONVERT-0080	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_15
CONVERT-0081	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_16
CONVERT-0082	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_17
CONVERT-0083	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_18
CONVERT-0084	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_19
CONVERT-0085	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_20
CONVERT-0086	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_21
CONVERT-0087	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_22
CONVERT-0088	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_23
CONVERT-0089	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_24
CONVERT-0090	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_25
CONVERT-0091	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_26
CONVERT-0092	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_27
CONVERT-0093	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_28
CONVERT-0094	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_29
CONVERT-0095	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_30
CONVERT-0096	converter	fixture-3	converter-3	cases/converter/converter_3.c	Convert and execute C function qa_c_3_31
NEG-0001	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_00.cmot.txt	Compiler rejects undefined base QaMissing0
NEG-0002	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_01.cmot.txt	Compiler rejects undefined base QaMissing1
NEG-0003	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_02.cmot.txt	Compiler rejects undefined base QaMissing2
NEG-0004	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_03.cmot.txt	Compiler rejects undefined base QaMissing3
NEG-0005	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_04.cmot.txt	Compiler rejects undefined base QaMissing4
NEG-0006	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_05.cmot.txt	Compiler rejects undefined base QaMissing5
NEG-0007	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_06.cmot.txt	Compiler rejects undefined base QaMissing6
NEG-0008	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_07.cmot.txt	Compiler rejects undefined base QaMissing7
NEG-0009	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_08.cmot.txt	Compiler rejects undefined base QaMissing8
NEG-0010	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_09.cmot.txt	Compiler rejects undefined base QaMissing9
NEG-0011	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_10.cmot.txt	Compiler rejects undefined base QaMissing10
NEG-0012	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_11.cmot.txt	Compiler rejects undefined base QaMissing11
NEG-0013	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_12.cmot.txt	Compiler rejects undefined base QaMissing12
NEG-0014	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_13.cmot.txt	Compiler rejects undefined base QaMissing13
NEG-0015	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_14.cmot.txt	Compiler rejects undefined base QaMissing14
NEG-0016	negative-diagnostic	undefined-base	negative	cases/negative/undefined_base_15.cmot.txt	Compiler rejects undefined base QaMissing15
NEG-0017	negative-diagnostic	missing-input	negative	cases/negative/missing_input_00.path	Compiler rejects missing source path 0
NEG-0018	negative-diagnostic	missing-input	negative	cases/negative/missing_input_01.path	Compiler rejects missing source path 1
NEG-0019	negative-diagnostic	missing-input	negative	cases/negative/missing_input_02.path	Compiler rejects missing source path 2
NEG-0020	negative-diagnostic	missing-input	negative	cases/negative/missing_input_03.path	Compiler rejects missing source path 3
NEG-0021	negative-diagnostic	missing-input	negative	cases/negative/missing_input_04.path	Compiler rejects missing source path 4
NEG-0022	negative-diagnostic	missing-input	negative	cases/negative/missing_input_05.path	Compiler rejects missing source path 5
NEG-0023	negative-diagnostic	missing-input	negative	cases/negative/missing_input_06.path	Compiler rejects missing source path 6
NEG-0024	negative-diagnostic	missing-input	negative	cases/negative/missing_input_07.path	Compiler rejects missing source path 7
NEG-0025	negative-diagnostic	missing-input	negative	cases/negative/missing_input_08.path	Compiler rejects missing source path 8
NEG-0026	negative-diagnostic	missing-input	negative	cases/negative/missing_input_09.path	Compiler rejects missing source path 9
NEG-0027	negative-diagnostic	missing-input	negative	cases/negative/missing_input_10.path	Compiler rejects missing source path 10
NEG-0028	negative-diagnostic	missing-input	negative	cases/negative/missing_input_11.path	Compiler rejects missing source path 11
NEG-0029	negative-diagnostic	missing-input	negative	cases/negative/missing_input_12.path	Compiler rejects missing source path 12
NEG-0030	negative-diagnostic	missing-input	negative	cases/negative/missing_input_13.path	Compiler rejects missing source path 13
NEG-0031	negative-diagnostic	missing-input	negative	cases/negative/missing_input_14.path	Compiler rejects missing source path 14
NEG-0032	negative-diagnostic	missing-input	negative	cases/negative/missing_input_15.path	Compiler rejects missing source path 15
NEG-0033	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_00.cmot.txt	Compiler propagates generated C diagnostic 0
NEG-0034	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_01.cmot.txt	Compiler propagates generated C diagnostic 1
NEG-0035	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_02.cmot.txt	Compiler propagates generated C diagnostic 2
NEG-0036	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_03.cmot.txt	Compiler propagates generated C diagnostic 3
NEG-0037	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_04.cmot.txt	Compiler propagates generated C diagnostic 4
NEG-0038	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_05.cmot.txt	Compiler propagates generated C diagnostic 5
NEG-0039	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_06.cmot.txt	Compiler propagates generated C diagnostic 6
NEG-0040	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_07.cmot.txt	Compiler propagates generated C diagnostic 7
NEG-0041	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_08.cmot.txt	Compiler propagates generated C diagnostic 8
NEG-0042	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_09.cmot.txt	Compiler propagates generated C diagnostic 9
NEG-0043	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_10.cmot.txt	Compiler propagates generated C diagnostic 10
NEG-0044	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_11.cmot.txt	Compiler propagates generated C diagnostic 11
NEG-0045	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_12.cmot.txt	Compiler propagates generated C diagnostic 12
NEG-0046	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_13.cmot.txt	Compiler propagates generated C diagnostic 13
NEG-0047	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_14.cmot.txt	Compiler propagates generated C diagnostic 14
NEG-0048	negative-diagnostic	downstream-c-error	negative	cases/negative/c_error_15.cmot.txt	Compiler propagates generated C diagnostic 15
